ID	Text
255	A course that serves as an introduction to the basic principles of forensic science. The purpose of this course is to provide students with an understanding of forensic science by examining the current techniques and instrumentations that are commonly used to analyze chemical, physical and biological evidence.  This course will cover the basic science (chemistry, physics and biology) that is required to understand these analytical techniques, but assumes no prior science background from the students. In addition, this course will examine the societal impact brought about by the advance forensic science in various aspects of American society, including law, culture and media.
256	The lectures will cover organism structure and function in terms of mechanical principles. The course will focus on biological examples to introduce the basics of fluid and solid mechanics with topics including properties of biological materials, muscle function, and terrestrial, aquatic, and aerial locomotion. The laboratory will provide students with hands on experience using fundamental biomechanical techniques to study both human and other organismal subjects.
257	A survey course designed to give an overview of the various investment vehicles, including fixed income securities, equity related securities, and leveraged investments. The course also includes theories of valuation, risk, and a basic understanding of the securities markets. This course requires computer-enhanced written presentations of research projects.
258	An introduction to modern physics.  Relativistic dynamics, particle apects of electromagnetic radiation, the wave aspects of material particles, the many-electron atom and nuclear structure are considered.  The laboratory includes many of the classical experiments which led to the discovery of the quantam mechanics.
259	This course will examine the American War in Vietnam (1965-1975) through major literary works written by both American and Vietnamese authors.  Emphasis is placed on situating the literature within the historical context.
260	This course is an historical survey of African American literature which introduces students to a broad range of significant writers in the genre of poetry, prose, autobiography, fiction, fiction and drama.
261	This course is designed to give a firm background in classical animal embryology, as well as to introduce current questions of developmental biology at cellular, tissue, and organismal levels. Topics include gametogenesis, fertiliza- tion, early development and organogenesis.
262	A study of the aesthetics and mechanics of designing scenery for the stage. Students will utilize design, drafting and presentation skills developed in class to create scene renderings, elevations, models and working drawings based on the interpretation of a theatrical script. This course is designed for students with no theatre experience as well as those already acquainted with the stage. A field trip to a professional production is required. 
263	The cellular basis of the humoral and cell mediated immune response will be covered with emphasis on the mechanisms of cell cooperation. Topics covered are: lymphocyte popula- tions, the role of the machrophage, immunoglobulin synthesis and the generation of diversity, the genetics of the immune response and the role of the major histocompatibility com- plex, the complement system and the development of hypersensitivities.
264	A study in English of the masterpieces of Aeschylus, Sophocles, and Euripides, through a close reading of individual works of the tragedians and the fruits of modern scholarship.  Among the subjects treated will be the history and origins of Greek tragedy, the physical space of the ancient theater, aspects of performance (the tragic mask, acting techniques, etc.), the location of individual play within their historical context, and the later influence of these plays.
265	This course offers students practice in critical thinking, reading, responding to, and analyzing a wide variety of literature. Because the course is writing-intensive, students will gain experience in writing and revising critical essays about literature. Readings will include literature from diverse classic and contemporary authors, as well as various literary genres.
266	Environmental Chemistry, is the study of natural and anthropogenic substances in the environment. Specifically, the course will cover the source, transport, reactions, effects and fate of chemicals in the atmosphere, hydrosphere and lithosphere. The course will also examine the distribution and interaction of chemical substances these three spheres.
267	An in-depth study of the principles and objectives of the techniques and theories used in managerial accounting. Topics such as capital budgeting; variance analysis; cost allocation; management control systems and quantitative techniques for planning and control will be discussed.
268	An intermediate level studio course exploring the practice, history, and theory of three-dimensional design. Students will study the Elements of Art and Principles of Design, and their use throughout the history of visual art and in contemporary visual material.
269	This course covers the valuation and risk assessment of a wide variety of fixed income securities and fixed income portfolios.  Fixed income securities are financial claims including pure discount bonds, coupon bonds such as Treasury notes and corporate bonds, floating rate notes, callable bonds, among many others, issued by public or private entities.  Fixed income risk consists of interest rate risk and other risks such as credit risk, illiquidity risk, and the risks stemming from securization.  Students will (1) review CFA leval 1 material inherent to fixed income and (2) explore more advanced concepts such credit analysis, interest rates forecasting, and bond portfolio management.
270	This course extends the concepts introduced in and introduces new topics important to the software engineering profession such as secure coding, ethics, intellectual property, copyright, cloud computing, and software maintenance. Students continue to work in teams to complete the software applications started in
271	An introduction to the chemical processes that occur in water, air, and soil, and the effects of pollutants on these processes. Consumption of and reliance on limited natural resources will be studied, along with emerging alternative energy sources.  The laboratory will emphasize environmental sample collection and preparation, and analysis of these samples by both wet chemical methods and instrumental analysis.
272	This course will introduce students to the creative arts as whole through the interaction between experiments in creative action and critical analysis. Fundamental questions about the nature of art and creativity, the art worlds and ethical dimensions, and the relation between the arts and society will be initiated. For each theoretical component of the course, there is a complementary creative exercise.
273	This course completes the coverage of mathematical techniques for business situations, introducing additional mathematical techniques including applied calculus. The topics covered include nonlinear models, derivatives, graphing and optimization with derivatives, and integration. A graphics calculator is required: the TI-83 or TI calculator is recommended.
274	A study of elementary ordinary differential equations, including first order equations and linear homogeneous and non-homogeneous equations of higher order.  Applications of differential equations are emphasized throughout the course.  Standard solution techniques, including the Laplace transform, are introduced.
275	This six-hour workshop is designed to provide the student with knowledge of the definition of abuse, maltreatment, and neglect according to NYS Family Court Act and Social Services Law; situations requiring reporting of suspected cases of child abuse maltreatment; a description of what constitutes reasonable cause to suspect child abuse or mal- treatment; proper procedure for making a report of suspected child abuse; actions mandated reporters may take to protect a child in addition to filing a child abuse report; legal responsibilities in reporting that teachers have as care providers; legal protections afforded reporters and consequences for failing to report; distinctions among various behavioral and physical characteristics of abusive parents and caretakers; physical and behavioral indicators of physical abuse, maltreatment, and neglect; contrast between physical and behavioral indicators of sexual abuse; child abduction; and general principles for interviewing or interacting with child victims.  The worshop also provides the training in School Violence Prevention and Intervention.
276	This course introduces students to English language prose, poetry, and other diverse forms of cultural expression of the Romantic, Victorian, Modern, and Contemporary periods. Students will analyze these works in the context of social, historical, and political changes that affected English and Anglophone literary production after the close of the eighteenth century.
277	A study of popular goddesses from the east and the west in their specific cultural and historical settings, with considerable attention to Indian goddesses. Explores iconographies, texts, and worship practices of several goddesses belonging to diverse religious traditions including Hinduism, Buddihism, Jainism, and ancient Greek religions. Introduces interpretive strategies in goddess scholarship from comparative and feminist frameworks.
278	Fundamental concepts used in machine implementation of processes which imitate human cognition. Topics include knowledge representation, logical deduction and problem solving, computational linguistics and machine learning. Students will complete several programming projects in these areas.  Current literature and research will be discussed.
279	This intensive course develops and improves language skills as per ACTFL Standards: listening, speaking, reading, writing, and cultural literacy. Along with reviewing the grammar that will be covered from the text, students will practice listening and speaking skills through several short oral projects, participate in ongoing conversation in class, listen to music, view film clips, and read websites from Spanish-speaking countries.  Students will gain a better understanding of the language system and sharpen skills to get involved in real communication.  Students will develop reading and writing skills through short compositions and exercises and cultural competency by continued emphasis on cultural, historical, socio-political realities of the Spanish- speaking countries.  To accomplish these objectives, the instructor will implement a communication-based methodology that requires active student participation in class and previous preparation for each class.
280	An introduction to the basic principles and perspectives of sociology through examination of social theme selected by the instructor. Themes reflect a particular intellectual interest or focus of research of the faculty member. Examples of potential themes include but are not limited to: global warming, business and corporate social responsibility race and racism, sex and gender, hate groups, the 1960s, social problems, state and democracy, civic engagement, health and illness, and so forth.
281	This course examines the nature and extent of poverty in the United States from an economist's point of view. Special consideration is given to the antipoverty effects of existing and proposed government programs and policies.  Competing theories of poverty and alternative approaches to research on poverty are investigated.
282	A survey of the synthetic theory of organic evolution. Major topics include: historical development of evolutionary thought, population genetics, speciation mechanisms, and adaptation. Basic evolutionary theory will be complemented with a review of empirical evidence relating to the evolu- tionary processes in both natural and experimental populations. Topics in human evolution will be covered which include: the origin of man, evolution of bipedalism, and tool use.
283	The objective of this course is to expose students to the intricacies of the State Judicial Process by blending selected readings and participation in seminar sessions with hands-on participation in the 3rd Judicial District of State Supreme Court. Students will serve as Judicial Process Interns and perform duties and responsibilities as determined by their State Supreme Court sponsors. Students will serve 120 to 150 hours during the semester. Students will be graded based upon joint evaluation by the judicial sponsor and internship professor.
284	A study of the political, social, economic, and intellectual currents of modern America and its developing role in world affairs.
285	A continuation of an introduction to visual- gestural language.  Contains the comprehensive numbers, classifiers and grammatical structures.  The skill development of conversation and storytelling is emphasized.
286	An introduction to philosophy focusing on various themes pertaining to human existence. The subjects treated include knowledge, community, beauty, love, freedom, justice. Also, examined are questions concerning body and the soul, the meaning of life and death, and the individual's relation to God. the figure of socrates is prominent, but philosophers from a varity of historical periods and traditions are also studied.
287	The decisions made in international relations today affect the childhood experiences of the next generation of leaders and hence will greatly shape how the world will react to im- pending issues dealing with war and prosperity.  This course examines both the impact of war and work on children and discusses and evaluates various policies for dealing with children in these situaions.
288	Wave-particle duality and Heisenberg uncertainty principle. Basic postulates of quantum mechanics, Schrodinger equation and wave functions, solution of the Schrodinger equation for one-dimensional systems and for the hydrogen atom. Perturbation theory, operator formalism, matrix mechanics.
289	This course will examine literary works written primarily during the 1920s, a period of intense cultural freedom as well as restraint within the United States. On the one hand, this was the heyday of flappers and speakeasies; on the other hand, the Jazz Age was darkened by the historical trauma of the First World War as well as the economic hardships of The Crash of 1929 and the impending Great Depression. We will discuss the contributions of the Lost Generation of American expatriate authors in Paris and witness the cultural flowering of the Harlem Renaissance. Readings may include fiction by Willa Cather, F. Scott Fitzgerald, Ernest Hemingway, and William Faulkner; poetry by Gertrude Stein, T.S. Eliot, Countee Cullen, Langston Hughes, and e.e. cummings; and drama by Eugene O'Neill. To give a fuller sense of both the era and its literature, we may also explore other cultural media of the Roaring Twenties, such as experimental painting, silent film, blues music, and of course jazz.
290	This advanced special topics course explores literature and/or film and critical theory on a broad range of topics from the Spanish-speaking world. This course may be taken more than once with different content and it is intended for the advanced student in Spanish
291	This course will examine the evolution of terrorism, its causes, perpetrators, and methods.  It will also evaluate the various national and international methods used for dealing with terrorism.
292	An upper level course which gives students the opportunity for theoretical analysis and practical application in understanding the relationship between respect for people, performance dimensions, motivation and work behavior. This will be accomplished by studying theories of workplace motivation, methods of performance appraisals and asessing human behavior at work. The course will review current research methodologies, and uses of performance appraisal: goal setting theories; determinants of goal commitment; and the motivation- performance relationship.
293	A study of the course of black history in the United States, including migration to English America, slavery, emancipation, segregation, rise of organized protest movements, and the civil rights revolution, as well as a consideration of the influence of blacks upon various phases of American political, social, economic, and intellectual development.
294	An examination of problems in medical ethics that are particulary urgent at the present time, such as: models for health care, human experimentation, organ transplantation, care for the dying, euthanasia, genetic engineering, artificial insemination, sterilization, behavior control, allocation of scarce medical resources, and health care delivery. Readings include a diversity of theologians, philosophers, social scientists, lawyers, historians, scientists, and physicians.
295	Students complete 200 hours of field experience in an approved, supervised social service organization that prepares them for generalist practice.  Students attend a two-hour, weekly integrative seminar on campus to explore practice and professional development issues related to academic and community-based field learning.  A one-time, on-line child abuse and neglect training is also required.
296	This course introduces students to fundamental economic concepts and theory, including demand, supply, and the formation of equilibrium prices in product and resource markets. In addition, the course offers an introduction to applied fields such as industrial organization (market structures), labor economics, unionism, international trade, and market failure.
297	An introduction to the Bible, using the tools of contemporary biblical scholarship, including literary and historical criticism, archaeology, and philology. The course will examine the history of the biblical text and the biblical canon, the relationship between the Bible and its companion literatures, and the ways in which biblical texts are interpreted by different Christian and Jewish religious communities.
298	This course provides a foundation in computer hardware organization including: a brief survey of historical develop- ments in computer hardware, a contrast of computer architectures and their implementation, and numbering systems. Also covered are fundamentals of logic design with application to the design of basic computer elements such as counters, adders, decoders, design of instruction timing sequences, register structure, addressing techniques and microcomputers.
299	This course will look at U.S. history in the decades following the last World War, examining politics, culture, economics, and society from the Cold War to the rise of the internet.
300	This course is designed to develop the student's understand- ing of the structure and function of our banking system and the role of monetary policy in determining economic activity. Topics included are: the nature of money, the term structure of interest rates, the regulation of commercial bank activity, and the macro-monetary models used to predict future ecomomic conditions.
301	The objective of the course, exposure to the intricacies of the legislative process, is achieved by a blend of selected readings and participation in the New York State Legislature or not-for-profit organization dealing in advocacy or legislation.  Students will serve as interns working 120 to 150 hours during the semester performing duties and responsibilities as determined by the legislator/supervisor in consultation with the faculty director.  Students will be graded based upon joint evaluation of the legislator/ supervisor and internship professor.  Students placed in the Community Policy Institute program will attend a scheduled weekly class.
302	The function of endocrine secretions in vertebrates. Topics will include (1) evolution of hormone structure and function (2) secretion and transport of hormones, and (3) hormonal regulation of carbohydrate, fat, and protein metabolism, water and mineral balance, growth, and reproduction.
303	Students are acquainted with the process of actor training and character development through workshop discussion, and attendance at professional and academic productions. Laboratory sessions are devoted to the preparation of scenes exploration of the actor's body and voice, and an examination of the student's ability to feel, to communi- cate, and to imagine. This course is designed for students with no previous acting experience or those with some experience, but no training. A field trip to a professional production is required.
304	This course provides traditional and alternative theories and paradigms pertaining to the individual as a human system and content on other human systems with which individuals interact (families, groups, organizations and communities). The course uses an assessment framework and an integrated body of knowledge and theory to provide students with an understanding of the bio-psycho- social-cultural-spiritual dimensions of human behavior. Emphasis is placed on how diversity enriches interactions among people and how social and economic conditions may affect the well-being of people. The course also covers how social and economic injustice can create at-risk potential for discrimination and oppression. Emphasis is placed on how to apply course content to consumer situations.
305	A survey of western European history between roughly 450 and 1350, tracing political, social, and cultural trends. This course will focus on the formation of an entity called Europe, distinct from its neighbors in the Byzantine and Arabic worlds, yet including non-Christians as an integral part of European history.
306	Treasury management focuses on methods and tools used to maintain corporate liquidity, optimize working capital and capital sturcture, and monitor and control corporate exposure to financial and operational risks including cross-border funds movements.  The course includes consideration of appropriate ethical behaviors and cororate governance issues.
307	This course, which accompanies clinical practice, is designed to address current issues and practices in literacy development in the content areas at the middle and high school levels, and assist prospective teachers in reflecting upon and improving their student teaching experience. Emphasis is on the responsibility of teachers of all subjects to create a literate environment in their classroom and to develop the literacy skills of students of all ability levels as well as of students who are English language learners. Specific instructional strategies will be explored that enable teachers to engage learners actively with course content, to enhance critical thinking skills and expression of ideas, to promote metacognitive skills and study skills, and to develop critical skills in evaluating sources of information. Special topics including the utilization of technology and assistive technology to further learning and working with students from diverse backgrounds and with differing abilities will be stressed.
308	Reading and analysis of texts of different genres, which will be selected primarily from the works of modern French authors.  In order to develop further the oral skills, class discussions will be conducted in French.
309	This course presents the taxation of corporations and its effects on their shareholders. Special tax provisions related to sub-chapter S corporations and partnerships and various aspects of IRS administration and tax practice are included. New York State taxation of corporations and partnerships will be integrated with the presentation.
310	Public Policy studies the actions or outputs of government and the goals and intentions that motivate them. In the late 20th century, government has grown to the extent that virtually every individual, in every aspect of life, is affected by government choices. In this course, we will discuss the process of making public policy primarily by examining major substantive policy areas. From this study, we will be able to identify patterns in policy making as a whole. 
311	The study of Russian grammar and vocabulary is continued. At this level both spoken language and reading are stressed.
312	European philosophy of the early modern period. Main figures are Descartes, Locke, Hume, Leibniz, and Kant.
313	U.S. Business HIstory examines the historical development of business in the United States from the colonial era to the early twenty-first century. Students will consider the intersections of business, economy, government, labor, law, education, culture, religion, and politics, and will be encouraged to develop their own response to the consequences of American enterprise, from labor exploitation and monopoly power to strong property rights and a high standard of living,
314	This covers basic concepts in chemical kinetics. A central theme is the understanding of rates of chemical reactions, and what they tell us about chemical reactions. This in- cludes: determination of rate laws, the use of rate laws to derive reaction mechanism, and the extrapolation of kinetic data to explore molecular dynamics. Ab Inition calculation of transition state structure and properties will be discussed.
315	A study in English of the Greco-Roman myths that treat the origin of the world, the generations of the gods, the creation of the human race, and the relationship between mortals and immortals.  Also examined will be ancient notions of worship, including the importance of sacrifice and mystery cults.  Different, contemporary, theoretical perspectives will be employed to interpret the meaning conveyed by these stories both for the ancients and for the modern world and to evaluate their force in the development of Greek and Roman culture, literature, and art and their subsequent influence on later peoples.
316	The Washington Journalism Semester provides a seminar which offers an intensive scrutiny of the gathering and presenta- tion of news.  Reporters, news executives, news sources, and others share their ideas and experiences.  Students study the workings of large and small newspapers and broadcast news bureaus.  Meetings are generally four to six times per week and may be held at field sites as well as on campus.
317	This class investigates the concepts of community, social justice, change and development in and through community-based consulting projects with nonprofit organizations.  This course examines the role business consulting plays in addressing pressing nonprofit organizational needs.
318	The course examines the history of metropolitan government, from machine politics to reform politics and current governing trends regarding regionalism and privatization.  In addition, the course examines policy and ethical issues that racial and economic equality and urban sprawl.
319	There will be a case study examination of its historic de- velopment in economic, security, and cultural involvement from isolation to globalism.
320	This course provides a forum for observing, analyzing, discussing and writing about the aesthetics of film. This course also teaches the basics of film criticism and reveals how film criticism affects the making and remaking of film as genre.
321	Students are acquainted with the process of acting for media that utilize the camera as a principal delivery system through workshop, discussion, observations and viewing and analyzing professional film and broadcast work. Laboratory sessions are devoted to exercises, the preparation of scenes, scenarios and journalistic reports and the exploration of technical skills. This course is designed for students with no previous camera acting or broadcast journalism experience or those with some experience but no training.
322	In this course, each student will be required to read a variety of texts representing contrasting educational philosophies.  The purpose of the course is to promote awareness of the existence of numerous philosophies of education, to demonstrate the practical educational implica- tions derived from each theory, and to assist each student in the formulation of an educational philosophy suitable to the needs of his/her professional and/or personal life.
323	A survey of the history, development and structure of the religious traditions of Buddhism including the Theravada, Mahayana, Tibetan and Zen traditions. The religious experience of Buddhists and its impact on the cultures of India, Central Asia, China and Japan are examined. In addition attention is paid to the growing presence of Buddhism in Europe and the United States.
324	This course is designed for those students who may be interested in working in service industries and in addressing the distinct needs and challenges of managing services and delivering quality service to customers. The course will build and expand on ideas from other Marketing courses to make them specifically applicable to service industry settings. Focus will be on the variety of service providers including banking, hospitality, transportation, health care, entertainment, education, insurance and real estate, and other professional services.  The customer service function in traditional production- based organizations will also be included.
325	A study of selected contemporary French language films (subtitled) with focus on the films' artistic expression and psychological, social, historical and cultural content. Course taught in English.
326	A general survey of the uniform commercial code. Sales: passing of title, risk of loss, financing and security interests, bailments, and carriers. Commercial Paper: negotiation and assignment, holders in due course, defenses, banks, debtor-creditor, and bankruptcy. Property: real and personal, transfers, and financing.
327	This course is designed to introduce students to the basic scientific methods, tools and techniques needed to under- stand and analyze environmental issues. Topics covered in- clude ecosystem structure and function, population dynamics and regulation, resources and resource management, and pollution. The laboratory will include projects dealing with current environmental issues, and will emphasize hypothesis testing, data collection and analysis, and oral and written presentations. Several field trips (including one weekend trip) will introduce students to local ecosystems and to local environmental issues.
328	This course introduces students to the tradition of nature writing in literature, with an emphasis on American authors. Thoreau's Walden is a central text. Particiular attention is given to contemporary multicultural voices among environ- mental writers. The course emphasizes nonfiction prose but includes some poetry and fiction.
329	Criminalistics is a branch of forensic science that involves the recognition, identification, individualization, evaluation and reconstruction of 'physical evidence. The purpose of this one-semester, laboratory-based course is to acquaint the student with the philosophy and methodology of dealing with physical evidence in a gereral way.  No attempt will be made to provide the student with all the techniques he or she will need to know to work in a forensic science laboratory.  Instead, the general approach is designed to give the student a sound, fundamental base upon which to build.  The laboratory aspect of this course will consist mainly of work on unknowns designed to simulate physical evidence problems and to stimulate thinking about them. Select pieces of SAInT Center instrumentation will be introduced.  The lecture part of the course will provide much of the theoretical knowledge required to complete the exercises.  There are no prerequisites, but it is suggested that the student be familiar with high-school mathematics (algebra, geometry, and trigonometry).
330	This survey examines the peoples, ideas, and institutions that have shaped U.S.foreign relations from the American Revolution to the end of World War I. The course takes a broad view of foreign relations to include interstate diplomacy and economic, social, and cultural interactions among individuals, institutions, and non-governmental organizations. 
331	A broad treatment of labor-management relations in both the private and public sectors. The course will encompass: the historical development of the labor movement; modern society and industrial relations; management philosophy regarding employee relations and organized labor; labor legislation and its social economic, and political impact; collective bargaining, its scope and process; contract administration principles and practices; and labor relations issues and trends. Major emphasis will be placed on: the How-to and Experimental activities via projects, case studies, professional and practitioner speakers, and so forth.
332	Newtonian mechanics of particles and systems of particles, including rigid bodies.  Topics include vector analysis, potential theory, central forces, the two-body problem, collisions, oscillatory phenomena, moving reference frames. Lagrangian and Hamiltonian formulation of classical mechanics.  Theory of small vibrations. Four hours of lecture a week for one semester.
333	The course examines the role that human differences such as race, ethnicity, gender, disabilities, sexual orientation, and class have in the philosophical conception of the human being from ancient to modern times. Among the themes that may be studies are master and slave, human and inhuman, being and non-being, the visible and the invisible, whitenes and darkness, male and female, the normal and the perverse. The course also wrestles with contemporary criticisms of binary thinking that divides the human family into an us and an other.
334	This course is a broad introduction to a variety of fundamental topics in computer science through a contemporary theme such as robotics, the web, graphics, or gaming. Students will consider problems in the application area that can be solved with software. Using the theme of the course, students will be introduced to important areas of computer science including abstraction, computer organization, representation of information, history of computing, ethics, and the development and evaluation of algorithmic solutions using an appropriate programming environment. Themes may differ across sections.
335	An interdisciplinary investigation and analysis of theories principles, and practices of human resources management. The contents encompass: viewing organizations and human resources as inter-related systems; a review of human resources functions and programs; staffing the organization and its various components; human resouces training and development; the role and impact of the work environment on employees, management, and the organization; the development and role of employee relations; and kinds and importance of remuneration and security programs.
336	This course is designed for students who have taken advanced placement biology in high school and achieved a score of 4 or higher on the AP exam. Topics include evolution, classification, and diversity.
337	Health psychology is a basic research and clinical practice area within psychology that focuses on understanding the scientific relationships between social, behavioral, and psychological processes and health.  Topics will include health beliefs and health-enhancing behaviors, the effects of stress and coping on illness and disease recovery, adjustment to chronic or terminal illnesses, and clinical interventions such as pain management, behavioral management of diseases like HIV-spectrum illness and cancer, the re- lationship between the health care provider and patient, and cross-gender and cross-cultural variations in prevention and development of disease and in the factors related to positive coping with illness.
338	The course focuses principally on officership, providing an extensive examination of the unique purpose, roles, and obligations of commissioned officers. It includes a detailed look at the origin of the Army's institutional values and their practical application in decision making and leader- ship. Students examine the challenges of leading teams in a complex, combat operational environment.  The couse highlights dimensions of terrain analysis, infantry patrols, and operation orders. Further study of the theoretical basis of the Army Leadership Requirements Model explores the dynamics of adaptive leadership in the context of military operations. This course draws on the various components of values, communications, decision making, and leadership together to focus on a career as a commissioned officer. Upon completion of this course, students should possess a fundamental understanding of both leadership and officership and demonstrate the ability to apply this understanding in real world situations. 
339	Modern conservation biology employs an integrative approach to biodiversity protection and management using priciples and experiences from ecology, natural resource management, and the social sciences. Topics include biological diversity, valuation systems, adaptation and extinction, minimum viable populations, management of invasive and endangered species, and the design of nature preserves. Lab and field problem-solving exercises focus on population size, habitat fragmentation, and restoration ecology.
340	A chronological study of the development of the drama from Cervantes to Calderon.
341	This course will introduce students to the vocabulary, interpretive strategies and collaborative processes essential to developing their own ideas of inter- relationships among various disciplines in the creative arts.  Attendance at arts events outside of class is required. 
342	This course examines the relationship between, and the making of sex and gender. It tackles the question of how we are and become sexual beings, and critically explores the fluid boundary between the biological and the social. Is gender a cultural construction? Or are there essential differences between women and men; ones that we should embrace rather than reject? if gender is made, can it be unmade? Are there two or multiple genders? Is our gender located in the body or is it psychological? Major historical figures as well as contemporary feminist philosophers will be studied. Examples from film and media may be used to stimulate discussion.
343	Course objectives are to survey and develop numerical methods for solving scientific problems.  Topics covered are roots of linear and nonlinear systems, numerical integration approximation, interpolation, and ordinary differential equations.  The course will emphasize efficient computer implementation of numerical algorithms.
344	An introduction to the discipling of Religious Studies through an examination of the nature of religious experience, its relation to human understandings of the Sacred, and its expressions in human history and culture. These themes will be concretely illustrated through examples drawn from such religious traditions as Buddhism, Christianity, Hinduism, Islam, Judaism and Confucianism. Contemporary forms of religious experience will be emphasized.
345	Financial data is increasing in both volume and complexity.  This course examines how statistical and probability methods are used to analyze and understand financial data.  Students will learn to develop and evaluate analytical models of financial data from simple regression to more complex techniques.  Students will also learn how to effectively communicate the results and recommendations from these models.
346	This course is designed to prepare the student for transition into the role of the registered professional nurse.  The student will be prepared to work effectively within organizations by demonstrating core skills of leadership and management, managing resources responsibly, supporting safe quality care and utilizing evidence-based practice.  The clinical component will focus on managing care for small groups of patients while collaborating with the multidisciplinary team, and will identify strategies to promote the safe transition of patients across care settings.  The student will exhibit the ability to move effectively into the professional nurse role abiding by the American Nurse Associated Registered Nurse Scope of Practice and the New York State Nurse Practice Act. 
347	This course surveys the cultures and societies of a specified region of the world (Asia, South Asia, Africa, The Middle East, South America, The Caribbean, Australasia, etc.). It covers the major institutional sectors (such as family, education, religion, politics, etc.) and social processes (such as urbanization and economic development). It also examines internal and external forces of social change in these societies.
348	This course provides an introduction to the specialty knowledge of Gerontologic nursing.  Concepts include physical and mental aging, increased complexity of care utilization of healthcare resources and interactions between acute and chronic co-morbidities.  Models of care to manage life transitions, physical changes, end of life care (palliative and hospice) and spirituality will be discussed.  A focus on the role of the caring nurse in utilizing resources and programs to promote functional, physical, mental wellness in older adults is emphasized.  Community Service requrement with a geriatric community is the culminating component of this course pulling together concepts of both caring and advocating for this population.
349	The study of Supreme Court decisions affecting the rights of the criminal accused under the Fourth, Fifth, and Sixth Amendments to the Bill of Rights.  The case law approach is used. 
350	This course focuses on the development of marketing strategies targeted at organizations, including businesses, institutions, not-for-profit organizations, and governmental agencies. The focus will be on identifying the unique differences between organizational and consumer buying behavior, with an assessment of the impact on strategy decisions. The course will also address principles, techniques, and strategies that are utilized by purchasing and materials management professionals in the organi- zation procurement process.
351	A survey of Russian history from the reign of Ivan III (1462-1505) to the 20th century.
352	provide life science students with a foundation in calculus based mathematics. covers the concepts of limit and derivative in depth and also includes the idea of the definite integral.  These concepts provide tools to understand the behavior of the elementary algebraic and transcendental functions. There is a strong emphasis in this course on the applications of calculus to the biological sciences. 
353	This course will examine the critical role of human resource management in achieving an organizations's strategic objectives.  Emphasis will be placed on techniques for developing a holistic, integrated approach towards the various human resource functions aligned with the organizations's strategy, and comparison and contrast with traditional human resource management models.
354	An advanced level studio course in which students explore chromatic, spatial, and perceptual complexities of painting. Students will inquire into the purpose of painting and analyse the historical and contemporary uses of the media. Students will apply contemporary art theory to create and critique their own portfolio of work.
355	An examination of the ancient cultures of Palestine from Neolithic times to early days of the Christian church. studies both the material culture of Palestine as uncovered in excavations and also the nature (and limits) of new archaeological methods. Biblical Archaeology also probes the relationship between text (the Bible and ancient inscriptions) and these material remains. The course will investigate the religion of Israel as can be deduced from excavations but will place that religion in the broader context of the entire culture of Israel and of the ancient Near East.
356	The study of Late Antiquity will investigate the fundamental period of transition from the classical to medieval world as it was experienced across the Mediterranean. Spanning the crises of the Late Roman Empire to its disintegration, it will encompass diverse areas of inquiry: the establish- ment of Christianity with the Roman Empire; the barbar- ian migrations and the ensuing destabilization of the Roman Empire in the west , the emergence of the papacy and the rise of the Frankish king, Charlemagne as a new emperor; the continuity of the Roman Empire in the east through the successors of Augustus who ruled the Byzantine Empire from Constantinople; the emergence of the Islamic caliphate and the founding of Bagdad.
